rank,model,theta,se_ability,se_param,se_total,observed_pass_rate
1,meta-llama/Llama-3.2-3B-Instruct,2.4974335045499956,0.0992143740641738,0.0767372320295741,0.1254276476719009,0.7664731128502903
2,tiiuae/Falcon3-3B-Instruct,2.176258090878229,0.0005017512651184,0.0010724069556098,0.0011839810008984,0.7116889674324666
3,pankajmathur/orca_mini_v9_5_3B-Instruct,1.6540390464737487,0.0042333999317126,0.0531850364468326,0.053353254603939,0.6420095935369856
4,nvidia/AceInstruct-1.5B,1.5779063119033132,0.000183769586436,0.0112559527943656,0.0112574528455546,0.6420095935369856
5,01-ai/Yi-1.5-6B-Chat,1.37137802946723,0.0002176902295203,0.0353942407751299,0.0353949102143782,0.5831860641252209
6,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,1.3690559718207016,0.0002707229645825,0.0286994414292814,0.028700718271087,0.6099469830850796
7,arcee-ai/raspberry-3B,1.2342881687268874,0.0003575451042349,0.0095109596238398,0.009517677840097,0.5857106791214339
8,meta-llama/Llama-3.2-1B-Instruct,1.1767804691792176,0.0001149349137542,0.0781164662075406,0.078116550760951,0.5372380711941429
9,ibm-granite/granite-3.1-2b-instruct,0.7427523873470541,0.0041433491101577,0.0763099005605831,0.0764223021467864,0.46326685180509974
10,01-ai/Yi-1.5-6B,0.7027033759524612,0.0974543059464761,0.0154704291571541,0.0986745961522817,0.4723554657914668
11,Qwen/Qwen2.5-0.5B-Instruct,0.6532269641809226,0.0028604539435912,8.334784255055232e-06,0.0028604660865032,0.4614996213077506
12,BSC-LT/salamandra-7b-instruct,0.47102419003821827,0.0155527193145304,0.0011682361792356,0.0155965333919766,0.4524110073213835
13,tiiuae/Falcon3-1B-Instruct,0.4435192497816657,0.0014272923214057,9.786626455240151e-06,0.0014273258733734,0.4324665488513002
14,tiiuae/Falcon3-3B-Base,0.4280639883623256,0.0003746318724219,3.199104505948557e-06,0.0003746455312746,0.4493814693259278
15,ibm-granite/granite-7b-instruct,0.3128649381874916,0.061698900471479,0.0663334925444417,0.0905918680265121,0.404443322393335
16,OpenBMB/MiniCPM4-0.5B,0.2738905852679772,0.0216463491872634,0.006766317339946,0.0226792302224258,0.4140368593789447
17,01-ai/Yi-6B-Chat,0.24425639743612176,0.0018588738606717,0.0002969259135632,0.0018824391166872,0.40469578389295635
18,BSC-LT/salamandra-2b-instruct,0.1611792968219672,0.0015948381014205,0.0065174971233279,0.0067097896630468,0.3948497854077253
19,allenai/OLMo-2-0425-1B-Instruct,0.15327714521726107,0.003012315334818,0.0140869804538897,0.0144054525088472,0.39283009341075487
20,01-ai/Yi-6B,0.011924119587255642,0.0002294595310437,2.1149216742475483e-05,0.000230432128306,0.38601363292097957
21,allenai/OLMo-2-0425-1B-DPO,0.007135925939290758,0.0001769072766739,0.0008482343294258,0.0008664858118611,0.3562231759656652
22,BSC-LT/salamandra-7b,-0.002014327695088437,0.0001875456180268,7.696271823214903e-05,0.0002027230101363,0.3872759404190861
23,ibm/PowerLM-3b,-0.07476268409602402,0.0337210703061738,0.020701301591422,0.0395683518758733,0.3592527139611209
24,google/gemma-2-2b,-0.10488905003620436,0.0930124103687266,0.0670868170484138,0.1146819493394133,0.37036101994445847
25,ibm-granite/granite-3.1-2b-base,-0.10588632209984175,0.0904604473539431,0.0668422215553463,0.1124765536364336,0.3514264074728604
26,ibm-granite/granite-3.0-2b-base,-0.12597264821720264,0.0304945396721167,0.0621964586490776,0.0692698810328177,0.36329209795506184
27,stabilityai/stablelm-zephyr-3b,-0.27541571494853784,0.0425529683697304,0.0144987963409293,0.0449552022841742,0.30598333754102497
28,openbmb/MiniCPM-2B-sft-bf16,-0.27881188903615606,0.0513785305362674,0.0152142238129411,0.0535838222441851,0.32037364301943955
29,01-ai/Yi-6B-200K,-0.35478219944390743,0.0069014350713116,0.0576186623584874,0.0580305097170868,0.33350164099974755
30,stabilityai/stablelm-2-zephyr-1_6b,-0.41255135365547924,0.0016015217671381,0.0044708241840114,0.0047490147246517,0.2956324160565514
31,pankajmathur/orca_mini_3b,-0.4643477277639064,0.0286940467469236,0.0072507741810787,0.0295959802158948,0.29487503155768746
32,h2oai/h2o-danube-1.8b-chat,-0.508338606664172,0.0867369147136367,0.0378018904114662,0.0946164641736374,0.2873737373737374
33,stabilityai/stablelm-2-1_6b-chat,-0.5299160023589067,0.0378858745515093,0.0560048292747796,0.0676156815585698,0.27240595809139106
34,Qwen/Qwen1.5-1.8B-Chat,-0.8048428789440814,0.0040667028530229,0.0388187100800658,0.0390311455683149,0.27164857359252714
35,utter-project/EuroLLM-1.7B-Instruct,-0.8627290210135024,0.0415571052193922,0.0009536549293502,0.0415680460442863,0.2570058066144913
36,google/gemma-2b,-0.9656468649759193,0.0144662814765138,0.0633603172903624,0.0649907924778051,0.283009341075486
37,h2oai/h2o-danube2-1.8b-base,-1.0698795795040277,0.0610867283788484,0.0058787444172705,0.0613689499662067,0.2565008836152487
38,h2oai/h2o-danube2-1.8b-chat,-1.0899539207017122,0.0940943317580838,0.0034232315293787,0.0941565811991072,0.2446351931330472
39,allenai/OLMo-2-0425-1B,-1.1412445278049335,0.0443242114258224,0.0336363459514185,0.055642065808923,0.25549103761676345
40,openbmb/MiniCPM-1B-sft-bf16,-1.2401245622848902,0.0289180696750885,0.0415795638937343,0.0506469632586832,0.24640242363039636
41,meta-llama/Llama-3.2-1B,-1.4167629392737673,0.0188858150708294,0.0674477008503102,0.0700418900436197,0.22671042665993435
42,openlm-research/open_llama_3b,-1.543675400160025,0.0544894071543558,0.0248420271221529,0.0598850716253303,0.2315071951527392
43,HuggingFaceTB/SmolLM2-360M,-1.9620879075075932,0.0427919512454228,0.0228078135743365,0.0484906944828834,0.19767735420348398
44,utter-project/EuroLLM-1.7B,-2.05590772618738,0.0623767859778448,0.0685094399932669,0.0926520738953905,0.19691996970462006
45,BEE-spoke-data/smol_llama-220M-GQA-fineweb_edu,-2.127892875063,0.0815416069648958,0.0520569735566084,0.0967417291673607,0.2090381216864428
46,BEE-spoke-data/smol_llama-220M-openhermes,-2.3722536884410785,0.0375107739749299,0.0268335204629105,0.0461204508285827,0.1666245897500631
47,BSC-LT/salamandra-2b,-2.4739994054163903,0.0847753663489349,0.0629532976562429,0.1055934677212167,0.15879828326180256
48,Qwen/Qwen2-0.5B,-2.527405131301406,0.0838530719335489,0.065487367392417,0.106395173577951,0.14642766978035848
49,ai-forever/mGPT,-2.9123071558157294,0.0980010482484462,0.0411942880380646,0.1063069838945556,0.15475889926786165
50,allenai/OLMo-1B-hf,-3.8393386074046916,0.0904537456766752,0.0802651963523745,0.1209313104717959,0.1300176723049735
51,Qwen/Qwen1.5-1.8B,-4.418749358431425,0.1144712541976524,0.0943982900864666,0.1483735327099556,0.08507952537238071
